,variable_code,label,concept,predicateType,group,limit,attributes,predicateOnly
7874,S0506_C05_056E,Foreign born; Born in Caribbean!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,int,S0506,0,"S0506_C05_056EA,S0506_C05_056M,S0506_C05_056MA",
7875,S2503_C03_047E,"Renter-occupied housing units!!Estimate!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$75,000 or more!!20 to 29 percent",FINANCIAL CHARACTERISTICS,float,S2503,0,"S2503_C03_047EA,S2503_C03_047M,S2503_C03_047MA",
7876,S2601APR_C03_075E,"Institutionalized group quarters population!!Estimate!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Not a U.S. citizen!!Female",CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO,float,S2601APR,0,"S2601APR_C03_075EA,S2601APR_C03_075M,S2601APR_C03_075MA",
7877,S0506_C05_055E,"Foreign born; Born in Caribbean!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English!!Speak English less than ""very well""",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,0,"S0506_C05_055EA,S0506_C05_055M,S0506_C05_055MA",
7878,S2503_C03_046E,"Renter-occupied housing units!!Estimate!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$75,000 or more!!Less than 20 percent",FINANCIAL CHARACTERISTICS,float,S2503,0,"S2503_C03_046EA,S2503_C03_046M,S2503_C03_046MA",
7879,S2601APR_C03_074E,"Institutionalized group quarters population!!Estimate!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Not a U.S. citizen!!Male",CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO,float,S2601APR,0,"S2601APR_C03_074EA,S2601APR_C03_074M,S2601APR_C03_074MA",
7880,S2702_C01_047E,Total Civilian Noninstitutionalized Population!!Estimate!!In labor force,SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES,float,S2702,0,"S2702_C01_047EA,S2702_C01_047M,S2702_C01_047MA",
7881,S2503_C03_049E,Renter-occupied housing units!!Estimate!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Zero or negative income,FINANCIAL CHARACTERISTICS,float,S2503,0,"S2503_C03_049EA,S2503_C03_049M,S2503_C03_049MA",
7882,S0506_C05_054E,Foreign born; Born in Caribbean!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,0,"S0506_C05_054EA,S0506_C05_054M,S0506_C05_054MA",
7883,S2601APR_C03_073E,"Institutionalized group quarters population!!Estimate!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Not a U.S. citizen",CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO,int,S2601APR,0,"S2601APR_C03_073EA,S2601APR_C03_073M,S2601APR_C03_073MA",
7884,S2403_C05_027E,Median earnings (dollars) for male!!Estimate!!Public administration,INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2403,0,"S2403_C05_027EA,S2403_C05_027M,S2403_C05_027MA",
7885,S2702_C01_048E,Total Civilian Noninstitutionalized Population!!Estimate!!In labor force!!Employed,SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES,float,S2702,0,"S2702_C01_048EA,S2702_C01_048M,S2702_C01_048MA",
7886,S0802_C04_080E,Public transportation (excluding taxicab)!!Estimate!!Workers 16 years and over who did not work at home!!TIME LEAVING HOME TO GO TO WORK!!9:00 a.m. to 11:59 p.m.,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,0,"S0802_C04_080EA,S0802_C04_080M,S0802_C04_080MA",
7887,S0506_C05_053E,Foreign born; Born in Caribbean!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!English only,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,0,"S0506_C05_053EA,S0506_C05_053M,S0506_C05_053MA",
7888,S2503_C03_048E,"Renter-occupied housing units!!Estimate!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$75,000 or more!!30 percent or more",FINANCIAL CHARACTERISTICS,float,S2503,0,"S2503_C03_048EA,S2503_C03_048M,S2503_C03_048MA",
7889,S2601APR_C03_072E,"Institutionalized group quarters population!!Estimate!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Naturalized U.S. citizen!!Female",CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO,float,S2601APR,0,"S2601APR_C03_072EA,S2601APR_C03_072M,S2601APR_C03_072MA",
7890,S2403_C05_028E,Median earnings (dollars) for male!!Estimate!!PERCENT IMPUTED!!Industry,INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2403,0,"S2403_C05_028EA,S2403_C05_028M,S2403_C05_028MA",
7891,S0801_C01_046E,Total!!Estimate!!TRAVEL TIME TO WORK!!Mean travel time to work (minutes),COMMUTING CHARACTERISTICS BY SEX,float,S0801,0,"S0801_C01_046EA,S0801_C01_046M,S0801_C01_046MA",
7892,S0802_C04_081E,Public transportation (excluding taxicab)!!Estimate!!TRAVEL TIME TO WORK!!Less than 10 minutes,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,0,"S0802_C04_081EA,S0802_C04_081M,S0802_C04_081MA",
7893,S0506_C05_052E,Foreign born; Born in Caribbean!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,int,S0506,0,"S0506_C05_052EA,S0506_C05_052M,S0506_C05_052MA",
7894,S2601APR_C03_079E,Institutionalized group quarters population!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO,int,S2601APR,0,"S2601APR_C03_079EA,S2601APR_C03_079M,S2601APR_C03_079MA",
7895,S0701_C03_021E,"Moved; from different county, same state!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races",GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN THE UNITED STATES,float,S0701,0,"S0701_C03_021EA,S0701_C03_021M,S0701_C03_021MA",
7896,S0801_C01_045E,Total!!Estimate!!TRAVEL TIME TO WORK!!60 or more minutes,COMMUTING CHARACTERISTICS BY SEX,float,S0801,0,"S0801_C01_045EA,S0801_C01_045M,S0801_C01_045MA",
7897,S0802_C04_082E,Public transportation (excluding taxicab)!!Estimate!!TRAVEL TIME TO WORK!!10 to 14 minutes,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,0,"S0802_C04_082EA,S0802_C04_082M,S0802_C04_082MA",
7898,S0506_C05_051E,Foreign born; Born in Caribbean!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,0,"S0506_C05_051EA,S0506_C05_051M,S0506_C05_051MA",
7899,S2601APR_C03_078E,Institutionalized group quarters population!!Estimate!!Entered before 2000,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO,float,S2601APR,0,"S2601APR_C03_078EA,S2601APR_C03_078M,S2601APR_C03_078MA",
7900,S0701_C03_020E,"Moved; from different county, same state!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race",GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN THE UNITED STATES,float,S0701,0,"S0701_C03_020EA,S0701_C03_020M,S0701_C03_020MA",
7901,S0802_C04_083E,Public transportation (excluding taxicab)!!Estimate!!TRAVEL TIME TO WORK!!15 to 19 minutes,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,0,"S0802_C04_083EA,S0802_C04_083M,S0802_C04_083MA",
7902,S2601APR_C03_077E,Institutionalized group quarters population!!Estimate!!Entered 2000 to 2009,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO,float,S2601APR,0,"S2601APR_C03_077EA,S2601APR_C03_077M,S2601APR_C03_077MA",
7903,S0506_C05_050E,Foreign born; Born in Caribbean!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,0,"S0506_C05_050EA,S0506_C05_050M,S0506_C05_050MA",
7904,S0801_C01_048E,Total!!Estimate!!VEHICLES AVAILABLE!!Workers 16 years and over in households!!No vehicle available,COMMUTING CHARACTERISTICS BY SEX,float,S0801,0,"S0801_C01_048EA,S0801_C01_048M,S0801_C01_048MA",
7905,S0801_C01_047E,Total!!Estimate!!VEHICLES AVAILABLE!!Workers 16 years and over in households,COMMUTING CHARACTERISTICS BY SEX,int,S0801,0,"S0801_C01_047EA,S0801_C01_047M,S0801_C01_047MA",
7906,S0802_C04_084E,Public transportation (excluding taxicab)!!Estimate!!TRAVEL TIME TO WORK!!20 to 24 minutes,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,0,"S0802_C04_084EA,S0802_C04_084M,S0802_C04_084MA",
7907,S2601APR_C03_076E,Institutionalized group quarters population!!Estimate!!Entered 2010 or later,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO,float,S2601APR,0,"S2601APR_C03_076EA,S2601APR_C03_076M,S2601APR_C03_076MA",
7908,S0701_C03_025E,"Moved; from different county, same state!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born",GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN THE UNITED STATES,float,S0701,0,"S0701_C03_025EA,S0701_C03_025M,S0701_C03_025MA",
7909,S0801_C01_042E,Total!!Estimate!!TRAVEL TIME TO WORK!!30 to 34 minutes,COMMUTING CHARACTERISTICS BY SEX,float,S0801,0,"S0801_C01_042EA,S0801_C01_042M,S0801_C01_042MA",
7910,S0802_C04_085E,Public transportation (excluding taxicab)!!Estimate!!TRAVEL TIME TO WORK!!25 to 29 minutes,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,0,"S0802_C04_085EA,S0802_C04_085M,S0802_C04_085MA",
7911,S0801_C01_041E,Total!!Estimate!!TRAVEL TIME TO WORK!!25 to 29 minutes,COMMUTING CHARACTERISTICS BY SEX,float,S0801,0,"S0801_C01_041EA,S0801_C01_041M,S0801_C01_041MA",
7912,S0802_C04_086E,Public transportation (excluding taxicab)!!Estimate!!TRAVEL TIME TO WORK!!30 to 34 minutes,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,0,"S0802_C04_086EA,S0802_C04_086M,S0802_C04_086MA",
7913,S0701_C03_024E,"Moved; from different county, same state!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Native",GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN THE UNITED STATES,float,S0701,0,"S0701_C03_024EA,S0701_C03_024M,S0701_C03_024MA",
7914,S0801_C01_044E,Total!!Estimate!!TRAVEL TIME TO WORK!!45 to 59 minutes,COMMUTING CHARACTERISTICS BY SEX,float,S0801,0,"S0801_C01_044EA,S0801_C01_044M,S0801_C01_044MA",
7915,S0802_C04_087E,Public transportation (excluding taxicab)!!Estimate!!TRAVEL TIME TO WORK!!35 to 44 minutes,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,0,"S0802_C04_087EA,S0802_C04_087M,S0802_C04_087MA",
7916,S0701_C03_023E,"Moved; from different county, same state!!Estimate!!White alone, not Hispanic or Latino",GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN THE UNITED STATES,float,S0701,0,"S0701_C03_023EA,S0701_C03_023M,S0701_C03_023MA",
7917,S0801_C01_043E,Total!!Estimate!!TRAVEL TIME TO WORK!!35 to 44 minutes,COMMUTING CHARACTERISTICS BY SEX,float,S0801,0,"S0801_C01_043EA,S0801_C01_043M,S0801_C01_043MA",
7918,S0802_C04_088E,Public transportation (excluding taxicab)!!Estimate!!TRAVEL TIME TO WORK!!45 to 59 minutes,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,0,"S0802_C04_088EA,S0802_C04_088M,S0802_C04_088MA",
7919,S0701_C03_022E,"Moved; from different county, same state!!Estimate!!Hispanic or Latino origin (of any race)",GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN THE UNITED STATES,float,S0701,0,"S0701_C03_022EA,S0701_C03_022M,S0701_C03_022MA",
7920,S0701_C03_029E,"Moved; from different county, same state!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Never married",GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN THE UNITED STATES,float,S0701,0,"S0701_C03_029EA,S0701_C03_029M,S0701_C03_029MA",
7921,S0501_C02_087E,"Native!!Estimate!!Median earnings (dollars) for full-time, year-round workers!!Male",SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C02_087EA,S0501_C02_087M,S0501_C02_087MA",
7922,S2601A_C01_092E,"Total population!!Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations",CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,float,S2601A,0,"S2601A_C01_092EA,S2601A_C01_092M,S2601A_C01_092MA",
7923,S0802_C04_077E,Public transportation (excluding taxicab)!!Estimate!!Workers 16 years and over who did not work at home!!TIME LEAVING HOME TO GO TO WORK!!7:30 a.m. to 7:59 a.m.,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,0,"S0802_C04_077EA,S0802_C04_077M,S0802_C04_077MA",
7924,S0501_C02_088E,"Native!!Estimate!!Median earnings (dollars) for full-time, year-round workers!!Female",SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C02_088EA,S0501_C02_088M,S0501_C02_088MA",
7925,S0701_C03_028E,"Moved; from different county, same state!!Estimate!!MARITAL STATUS!!Population 15 years and over",GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN THE UNITED STATES,float,S0701,0,"S0701_C03_028EA,S0701_C03_028M,S0701_C03_028MA",
7926,S2601A_C01_093E,Total population!!Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Service occupations,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,float,S2601A,0,"S2601A_C01_093EA,S2601A_C01_093M,S2601A_C01_093MA",
7927,S0802_C04_078E,Public transportation (excluding taxicab)!!Estimate!!Workers 16 years and over who did not work at home!!TIME LEAVING HOME TO GO TO WORK!!8:00 a.m. to 8:29 a.m.,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,0,"S0802_C04_078EA,S0802_C04_078M,S0802_C04_078MA",
7928,S0701_C03_027E,"Moved; from different county, same state!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a U.S. citizen",GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN THE UNITED STATES,float,S0701,0,"S0701_C03_027EA,S0701_C03_027M,S0701_C03_027MA",
7929,S0505_C04_109E,Foreign born; Born in South Central Asia!!Estimate!!Median Household income (dollars),SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,0,"S0505_C04_109EA,S0505_C04_109M,S0505_C04_109MA",
7930,S0501_C02_085E,"Native!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$50,000 to $74,999",SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,0,"S0501_C02_085EA,S0501_C02_085M,S0501_C02_085MA",
7931,S2601A_C01_090E,Total population!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,float,S2601A,0,"S2601A_C01_090EA,S2601A_C01_090M,S2601A_C01_090MA",
7932,S0802_C04_079E,Public transportation (excluding taxicab)!!Estimate!!Workers 16 years and over who did not work at home!!TIME LEAVING HOME TO GO TO WORK!!8:30 a.m. to 8:59 a.m.,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,0,"S0802_C04_079EA,S0802_C04_079M,S0802_C04_079MA",
7933,S0501_C02_086E,"Native!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$75,000 or more",SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,0,"S0501_C02_086EA,S0501_C02_086M,S0501_C02_086MA",
7934,S0701_C03_026E,"Moved; from different county, same state!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen",GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN THE UNITED STATES,float,S0701,0,"S0701_C03_026EA,S0701_C03_026M,S0701_C03_026MA",
7935,S0505_C04_108E,Foreign born; Born in South Central Asia!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Households!!With Food Stamp/SNAP benefits,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,0,"S0505_C04_108EA,S0505_C04_108M,S0505_C04_108MA",
7936,S2601A_C01_091E,Total population!!Estimate!!OCCUPATION!!Civilian employed population 16 years and over,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,int,S2601A,0,"S2601A_C01_091EA,S2601A_C01_091M,S2601A_C01_091MA",
7937,S0505_C04_107E,Foreign born; Born in South Central Asia!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Households!!With retirement income!!Mean retirement income (dollars),SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,0,"S0505_C04_107EA,S0505_C04_107M,S0505_C04_107MA",
7938,S2601A_C01_096E,"Total population!!Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations",CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,float,S2601A,0,"S2601A_C01_096EA,S2601A_C01_096M,S2601A_C01_096MA",
7939,S2601A_C01_097E,Total population!!Estimate!!INCOME AND BENEFITS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Individuals,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,int,S2601A,0,"S2601A_C01_097EA,S2601A_C01_097M,S2601A_C01_097MA",
7940,S0505_C04_106E,Foreign born; Born in South Central Asia!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Households!!With retirement income,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,0,"S0505_C04_106EA,S0505_C04_106M,S0505_C04_106MA",
7941,S0801_C01_049E,Total!!Estimate!!VEHICLES AVAILABLE!!Workers 16 years and over in households!!1 vehicle available,COMMUTING CHARACTERISTICS BY SEX,float,S0801,0,"S0801_C01_049EA,S0801_C01_049M,S0801_C01_049MA",
7942,S0501_C02_089E,Native!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Households,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C02_089EA,S0501_C02_089M,S0501_C02_089MA",
7943,S0505_C04_105E,Foreign born; Born in South Central Asia!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Households!!With cash public assistance income!!Mean cash public assistance income (dollars),SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,0,"S0505_C04_105EA,S0505_C04_105M,S0505_C04_105MA",
7944,S2601A_C01_094E,Total population!!Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Sales and office occupations,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,float,S2601A,0,"S2601A_C01_094EA,S2601A_C01_094M,S2601A_C01_094MA",
7945,S0505_C04_104E,Foreign born; Born in South Central Asia!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Households!!With cash public assistance income,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,0,"S0505_C04_104EA,S0505_C04_104M,S0505_C04_104MA",
7946,S2601A_C01_095E,"Total population!!Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Natural resources, construction, extraction, and maintenance occupations",CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,float,S2601A,0,"S2601A_C01_095EA,S2601A_C01_095M,S2601A_C01_095MA",
7947,S0505_C04_103E,Foreign born; Born in South Central Asia!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Households!!With Supplemental Security Income!!Mean Supplemental Security Income (dollars),SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,0,"S0505_C04_103EA,S0505_C04_103M,S0505_C04_103MA",
7948,S2503_C03_043E,"Renter-occupied housing units!!Estimate!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$50,000 to $74,999!!20 to 29 percent",FINANCIAL CHARACTERISTICS,float,S2503,0,"S2503_C03_043EA,S2503_C03_043M,S2503_C03_043MA",
7949,S0501_C02_080E,"Native!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$1 to $9,999 or loss",SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,0,"S0501_C02_080EA,S0501_C02_080M,S0501_C02_080MA",
7950,S0505_C04_102E,Foreign born; Born in South Central Asia!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Households!!With Supplemental Security Income,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,0,"S0505_C04_102EA,S0505_C04_102M,S0505_C04_102MA",
7951,S2503_C03_042E,"Renter-occupied housing units!!Estimate!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$50,000 to $74,999!!Less than 20 percent",FINANCIAL CHARACTERISTICS,float,S2503,0,"S2503_C03_042EA,S2503_C03_042M,S2503_C03_042MA",
7952,S2601A_C01_098E,Total population!!Estimate!!INCOME AND BENEFITS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Individuals!!Per capita income (dollars),CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,int,S2601A,0,"S2601A_C01_098EA,S2601A_C01_098M,S2601A_C01_098MA",
7953,S0505_C04_101E,Foreign born; Born in South Central Asia!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Households!!With Social Security income!!Mean Social Security income (dollars),SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,0,"S0505_C04_101EA,S0505_C04_101M,S0505_C04_101MA",
7954,S2503_C03_045E,"Renter-occupied housing units!!Estimate!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$75,000 or more",FINANCIAL CHARACTERISTICS,float,S2503,0,"S2503_C03_045EA,S2503_C03_045M,S2503_C03_045MA",
7955,S2601A_C01_099E,Total population!!Estimate!!With earnings!!Male,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,int,S2601A,0,"S2601A_C01_099EA,S2601A_C01_099M,S2601A_C01_099MA",
7956,S0505_C04_100E,Foreign born; Born in South Central Asia!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Households!!With Social Security income,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,0,"S0505_C04_100EA,S0505_C04_100M,S0505_C04_100MA",
7957,S2503_C03_044E,"Renter-occupied housing units!!Estimate!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$50,000 to $74,999!!30 percent or more",FINANCIAL CHARACTERISTICS,float,S2503,0,"S2503_C03_044EA,S2503_C03_044M,S2503_C03_044MA",
7958,S0501_C02_083E,"Native!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$25,000 to $34,999",SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,0,"S0501_C02_083EA,S0501_C02_083M,S0501_C02_083MA",
7959,S2702_C01_041E,Total Civilian Noninstitutionalized Population!!Estimate!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over,SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES,int,S2702,0,"S2702_C01_041EA,S2702_C01_041M,S2702_C01_041MA",
