,variable_code,label_14,label_19,label_same,label_14_diff,label_19_diff
2076,DP03_0024MA,"['ANNOTATION OF MARGIN OF ERROR', 'COMMUTING TO WORK', 'WORKERS 16 YEARS AND OVER', 'WORKED AT HOME']","['ANNOTATION OF MARGIN OF ERROR', 'COMMUTING TO WORK', 'WORKERS 16 YEARS AND OVER', 'WORKED FROM HOME']","['WORKERS 16 YEARS AND OVER', 'ANNOTATION OF MARGIN OF ERROR', 'COMMUTING TO WORK']",['WORKED AT HOME'],['WORKED FROM HOME']
2077,DP03_0090PM,"['PERCENT MARGIN OF ERROR', 'INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)', 'NONFAMILY HOUSEHOLDS', 'MEDIAN NONFAMILY INCOME (DOLLARS)']","['PERCENT MARGIN OF ERROR', 'INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)', 'NONFAMILY HOUSEHOLDS', 'MEDIAN NONFAMILY INCOME (DOLLARS)']","['NONFAMILY HOUSEHOLDS', 'PERCENT MARGIN OF ERROR', 'MEDIAN NONFAMILY INCOME (DOLLARS)']",['INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)'],['INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)']
2078,DP03_0068PM,"['PERCENT MARGIN OF ERROR', 'INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)', 'WITH RETIREMENT INCOME']","['PERCENT MARGIN OF ERROR', 'INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)', 'TOTAL HOUSEHOLDS', 'WITH RETIREMENT INCOME']","['WITH RETIREMENT INCOME', 'PERCENT MARGIN OF ERROR']",['INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)'],"['INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)', 'TOTAL HOUSEHOLDS']"
2079,DP03_0048PMA,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'CLASS OF WORKER', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'GOVERNMENT WORKERS']","['ANNOTATION OF PERCENT MARGIN OF ERROR', 'CLASS OF WORKER', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'GOVERNMENT WORKERS']","['CLASS OF WORKER', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'GOVERNMENT WORKERS', 'ANNOTATION OF PERCENT MARGIN OF ERROR']",[],[]
2080,DP03_0068PE,"['PERCENT', 'INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)', 'WITH RETIREMENT INCOME']","['PERCENT', 'INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)', 'TOTAL HOUSEHOLDS', 'WITH RETIREMENT INCOME']","['WITH RETIREMENT INCOME', 'PERCENT']",['INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)'],"['INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)', 'TOTAL HOUSEHOLDS']"
2081,DP03_0055MA,"['ANNOTATION OF MARGIN OF ERROR', 'INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)', 'TOTAL HOUSEHOLDS', '$25,000 TO $34,999']","['ANNOTATION OF MARGIN OF ERROR', 'INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)', 'TOTAL HOUSEHOLDS', '$25,000 TO $34,999']","['TOTAL HOUSEHOLDS', '$25,000 TO $34,999', 'ANNOTATION OF MARGIN OF ERROR']",['INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)'],['INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)']
2082,DP03_0100PE,"['PERCENT', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION UNDER 18 YEARS']","['PERCENT', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION UNDER 19 YEARS']","['HEALTH INSURANCE COVERAGE', 'PERCENT']",['CIVILIAN NONINSTITUTIONALIZED POPULATION UNDER 18 YEARS'],['CIVILIAN NONINSTITUTIONALIZED POPULATION UNDER 19 YEARS']
2083,DP03_0100PM,"['PERCENT MARGIN OF ERROR', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION UNDER 18 YEARS']","['PERCENT MARGIN OF ERROR', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION UNDER 19 YEARS']","['PERCENT MARGIN OF ERROR', 'HEALTH INSURANCE COVERAGE']",['CIVILIAN NONINSTITUTIONALIZED POPULATION UNDER 18 YEARS'],['CIVILIAN NONINSTITUTIONALIZED POPULATION UNDER 19 YEARS']
2084,DP03_0086EA,"['ANNOTATION OF ESTIMATE', 'INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)', 'FAMILIES', 'MEDIAN FAMILY INCOME (DOLLARS)']","['ANNOTATION OF ESTIMATE', 'INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)', 'FAMILIES', 'MEDIAN FAMILY INCOME (DOLLARS)']","['FAMILIES', 'MEDIAN FAMILY INCOME (DOLLARS)', 'ANNOTATION OF ESTIMATE']",['INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)'],['INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)']
2085,DP03_0097PEA,"['ANNOTATION OF PERCENT', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION', 'WITH HEALTH INSURANCE COVERAGE', 'WITH PRIVATE HEALTH INSURANCE']","['ANNOTATION OF PERCENT', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION', 'WITH HEALTH INSURANCE COVERAGE', 'WITH PRIVATE HEALTH INSURANCE']","['WITH HEALTH INSURANCE COVERAGE', 'WITH PRIVATE HEALTH INSURANCE', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION', 'ANNOTATION OF PERCENT']",[],[]
2086,DP03_0011PE,"['PERCENT', 'EMPLOYMENT STATUS', 'FEMALES 16 YEARS AND OVER', 'IN LABOR FORCE']","['PERCENT', 'EMPLOYMENT STATUS', 'FEMALES 16 YEARS AND OVER', 'IN LABOR FORCE']","['FEMALES 16 YEARS AND OVER', 'IN LABOR FORCE', 'PERCENT', 'EMPLOYMENT STATUS']",[],[]
2087,DP03_0011PM,"['PERCENT MARGIN OF ERROR', 'EMPLOYMENT STATUS', 'FEMALES 16 YEARS AND OVER', 'IN LABOR FORCE']","['PERCENT MARGIN OF ERROR', 'EMPLOYMENT STATUS', 'FEMALES 16 YEARS AND OVER', 'IN LABOR FORCE']","['PERCENT MARGIN OF ERROR', 'FEMALES 16 YEARS AND OVER', 'IN LABOR FORCE', 'EMPLOYMENT STATUS']",[],[]
2088,DP03_0131PMA,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL', 'UNDER 18 YEARS', 'RELATED CHILDREN UNDER 18 YEARS', 'RELATED CHILDREN UNDER 5 YEARS']","['ANNOTATION OF PERCENT MARGIN OF ERROR', 'PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL', 'ALL PEOPLE', 'UNDER 18 YEARS', 'RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS', 'RELATED CHILDREN OF THE HOUSEHOLDER UNDER 5 YEARS']","['UNDER 18 YEARS', 'PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL', 'ANNOTATION OF PERCENT MARGIN OF ERROR']","['RELATED CHILDREN UNDER 18 YEARS', 'RELATED CHILDREN UNDER 5 YEARS']","['RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS', 'RELATED CHILDREN OF THE HOUSEHOLDER UNDER 5 YEARS', 'ALL PEOPLE']"
2089,DP03_0068MA,"['ANNOTATION OF MARGIN OF ERROR', 'INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)', 'WITH RETIREMENT INCOME']","['ANNOTATION OF MARGIN OF ERROR', 'INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)', 'TOTAL HOUSEHOLDS', 'WITH RETIREMENT INCOME']","['WITH RETIREMENT INCOME', 'ANNOTATION OF MARGIN OF ERROR']",['INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)'],"['INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)', 'TOTAL HOUSEHOLDS']"
2090,DP03_0085PEA,"['ANNOTATION OF PERCENT', 'INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)', 'FAMILIES', '$200,000 OR MORE']","['ANNOTATION OF PERCENT', 'INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)', 'FAMILIES', '$200,000 OR MORE']","['FAMILIES', 'ANNOTATION OF PERCENT', '$200,000 OR MORE']",['INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)'],['INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)']
2091,DP03_0109MA,"['ANNOTATION OF MARGIN OF ERROR', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION 18 TO 64 YEARS', 'IN LABOR FORCE', 'UNEMPLOYED']","['ANNOTATION OF MARGIN OF ERROR', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION 19 TO 64 YEARS', 'IN LABOR FORCE:', 'UNEMPLOYED:']","['HEALTH INSURANCE COVERAGE', 'ANNOTATION OF MARGIN OF ERROR']","['CIVILIAN NONINSTITUTIONALIZED POPULATION 18 TO 64 YEARS', 'UNEMPLOYED', 'IN LABOR FORCE']","['CIVILIAN NONINSTITUTIONALIZED POPULATION 19 TO 64 YEARS', 'IN LABOR FORCE:', 'UNEMPLOYED:']"
2092,DP03_0021PEA,"['ANNOTATION OF PERCENT', 'COMMUTING TO WORK', 'WORKERS 16 YEARS AND OVER', 'PUBLIC TRANSPORTATION (EXCLUDING TAXICAB)']","['ANNOTATION OF PERCENT', 'COMMUTING TO WORK', 'WORKERS 16 YEARS AND OVER', 'PUBLIC TRANSPORTATION (EXCLUDING TAXICAB)']","['WORKERS 16 YEARS AND OVER', 'PUBLIC TRANSPORTATION (EXCLUDING TAXICAB)', 'ANNOTATION OF PERCENT', 'COMMUTING TO WORK']",[],[]
2093,DP03_0099MA,"['ANNOTATION OF MARGIN OF ERROR', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION', 'NO HEALTH INSURANCE COVERAGE']","['ANNOTATION OF MARGIN OF ERROR', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION', 'NO HEALTH INSURANCE COVERAGE']","['ANNOTATION OF MARGIN OF ERROR', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION', 'NO HEALTH INSURANCE COVERAGE']",[],[]
2094,DP03_0055PM,"['PERCENT MARGIN OF ERROR', 'INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)', 'TOTAL HOUSEHOLDS', '$25,000 TO $34,999']","['PERCENT MARGIN OF ERROR', 'INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)', 'TOTAL HOUSEHOLDS', '$25,000 TO $34,999']","['TOTAL HOUSEHOLDS', 'PERCENT MARGIN OF ERROR', '$25,000 TO $34,999']",['INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)'],['INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)']
2095,DP03_0042MA,"['ANNOTATION OF MARGIN OF ERROR', 'INDUSTRY', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'EDUCATIONAL SERVICES, AND HEALTH CARE AND SOCIAL ASSISTANCE']","['ANNOTATION OF MARGIN OF ERROR', 'INDUSTRY', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'EDUCATIONAL SERVICES, AND HEALTH CARE AND SOCIAL ASSISTANCE']","['INDUSTRY', 'EDUCATIONAL SERVICES, AND HEALTH CARE AND SOCIAL ASSISTANCE', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'ANNOTATION OF MARGIN OF ERROR']",[],[]
2096,DP03_0055PE,"['PERCENT', 'INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)', 'TOTAL HOUSEHOLDS', '$25,000 TO $34,999']","['PERCENT', 'INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)', 'TOTAL HOUSEHOLDS', '$25,000 TO $34,999']","['TOTAL HOUSEHOLDS', '$25,000 TO $34,999', 'PERCENT']",['INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)'],['INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)']
2097,DP03_0033PEA,"['ANNOTATION OF PERCENT', 'INDUSTRY', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'AGRICULTURE, FORESTRY, FISHING AND HUNTING, AND MINING']","['ANNOTATION OF PERCENT', 'INDUSTRY', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'AGRICULTURE, FORESTRY, FISHING AND HUNTING, AND MINING']","['INDUSTRY', 'AGRICULTURE, FORESTRY, FISHING AND HUNTING, AND MINING', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'ANNOTATION OF PERCENT']",[],[]
2098,DP03_0008PEA,"['ANNOTATION OF PERCENT', 'EMPLOYMENT STATUS', 'CIVILIAN LABOR FORCE']","['ANNOTATION OF PERCENT', 'EMPLOYMENT STATUS', 'CIVILIAN LABOR FORCE']","['CIVILIAN LABOR FORCE', 'ANNOTATION OF PERCENT', 'EMPLOYMENT STATUS']",[],[]
2099,DP03_0073EA,"['ANNOTATION OF ESTIMATE', 'INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)', 'WITH CASH PUBLIC ASSISTANCE INCOME', 'MEAN CASH PUBLIC ASSISTANCE INCOME (DOLLARS)']","['ANNOTATION OF ESTIMATE', 'INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)', 'TOTAL HOUSEHOLDS', 'WITH CASH PUBLIC ASSISTANCE INCOME', 'MEAN CASH PUBLIC ASSISTANCE INCOME (DOLLARS)']","['WITH CASH PUBLIC ASSISTANCE INCOME', 'MEAN CASH PUBLIC ASSISTANCE INCOME (DOLLARS)', 'ANNOTATION OF ESTIMATE']",['INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)'],"['INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)', 'TOTAL HOUSEHOLDS']"
2100,DP03_0127EA,"['ANNOTATION OF ESTIMATE', 'PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL', 'FAMILIES WITH FEMALE HOUSEHOLDER, NO HUSBAND PRESENT', 'WITH RELATED CHILDREN UNDER 18 YEARS', 'WITH RELATED CHILDREN UNDER 5 YEARS ONLY']","['ANNOTATION OF ESTIMATE', 'PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL', 'ALL FAMILIES', 'FAMILIES WITH FEMALE HOUSEHOLDER, NO SPOUSE PRESENT', 'WITH RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS', 'WITH RELATED CHILDREN OF THE HOUSEHOLDER UNDER 5 YEARS ONLY']","['PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL', 'ANNOTATION OF ESTIMATE']","['FAMILIES WITH FEMALE HOUSEHOLDER, NO HUSBAND PRESENT', 'WITH RELATED CHILDREN UNDER 5 YEARS ONLY', 'WITH RELATED CHILDREN UNDER 18 YEARS']","['WITH RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS', 'FAMILIES WITH FEMALE HOUSEHOLDER, NO SPOUSE PRESENT', 'WITH RELATED CHILDREN OF THE HOUSEHOLDER UNDER 5 YEARS ONLY', 'ALL FAMILIES']"
2101,DP03_0109PE,"['PERCENT', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION 18 TO 64 YEARS', 'IN LABOR FORCE', 'UNEMPLOYED']","['PERCENT', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION 19 TO 64 YEARS', 'IN LABOR FORCE:', 'UNEMPLOYED:']","['HEALTH INSURANCE COVERAGE', 'PERCENT']","['CIVILIAN NONINSTITUTIONALIZED POPULATION 18 TO 64 YEARS', 'UNEMPLOYED', 'IN LABOR FORCE']","['CIVILIAN NONINSTITUTIONALIZED POPULATION 19 TO 64 YEARS', 'IN LABOR FORCE:', 'UNEMPLOYED:']"
2102,DP03_0109PM,"['PERCENT MARGIN OF ERROR', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION 18 TO 64 YEARS', 'IN LABOR FORCE', 'UNEMPLOYED']","['PERCENT MARGIN OF ERROR', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION 19 TO 64 YEARS', 'IN LABOR FORCE:', 'UNEMPLOYED:']","['PERCENT MARGIN OF ERROR', 'HEALTH INSURANCE COVERAGE']","['CIVILIAN NONINSTITUTIONALIZED POPULATION 18 TO 64 YEARS', 'UNEMPLOYED', 'IN LABOR FORCE']","['CIVILIAN NONINSTITUTIONALIZED POPULATION 19 TO 64 YEARS', 'IN LABOR FORCE:', 'UNEMPLOYED:']"
2103,DP03_0131PE,"['PERCENT', 'PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL', 'UNDER 18 YEARS', 'RELATED CHILDREN UNDER 18 YEARS', 'RELATED CHILDREN UNDER 5 YEARS']","['PERCENT', 'PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL', 'ALL PEOPLE', 'UNDER 18 YEARS', 'RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS', 'RELATED CHILDREN OF THE HOUSEHOLDER UNDER 5 YEARS']","['UNDER 18 YEARS', 'PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL', 'PERCENT']","['RELATED CHILDREN UNDER 18 YEARS', 'RELATED CHILDREN UNDER 5 YEARS']","['RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS', 'RELATED CHILDREN OF THE HOUSEHOLDER UNDER 5 YEARS', 'ALL PEOPLE']"
2104,DP03_0131PM,"['PERCENT MARGIN OF ERROR', 'PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL', 'UNDER 18 YEARS', 'RELATED CHILDREN UNDER 18 YEARS', 'RELATED CHILDREN UNDER 5 YEARS']","['PERCENT MARGIN OF ERROR', 'PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL', 'ALL PEOPLE', 'UNDER 18 YEARS', 'RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS', 'RELATED CHILDREN OF THE HOUSEHOLDER UNDER 5 YEARS']","['UNDER 18 YEARS', 'PERCENT MARGIN OF ERROR', 'PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL']","['RELATED CHILDREN UNDER 18 YEARS', 'RELATED CHILDREN UNDER 5 YEARS']","['RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS', 'RELATED CHILDREN OF THE HOUSEHOLDER UNDER 5 YEARS', 'ALL PEOPLE']"
2105,DP03_0099PM,"['PERCENT MARGIN OF ERROR', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION', 'NO HEALTH INSURANCE COVERAGE']","['PERCENT MARGIN OF ERROR', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION', 'NO HEALTH INSURANCE COVERAGE']","['PERCENT MARGIN OF ERROR', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION', 'NO HEALTH INSURANCE COVERAGE']",[],[]
2106,DP03_0086MA,"['ANNOTATION OF MARGIN OF ERROR', 'INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)', 'FAMILIES', 'MEDIAN FAMILY INCOME (DOLLARS)']","['ANNOTATION OF MARGIN OF ERROR', 'INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)', 'FAMILIES', 'MEDIAN FAMILY INCOME (DOLLARS)']","['FAMILIES', 'MEDIAN FAMILY INCOME (DOLLARS)', 'ANNOTATION OF MARGIN OF ERROR']",['INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)'],['INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)']
2107,DP03_0097PMA,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION', 'WITH HEALTH INSURANCE COVERAGE', 'WITH PRIVATE HEALTH INSURANCE']","['ANNOTATION OF PERCENT MARGIN OF ERROR', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION', 'WITH HEALTH INSURANCE COVERAGE', 'WITH PRIVATE HEALTH INSURANCE']","['WITH HEALTH INSURANCE COVERAGE', 'ANNOTATION OF PERCENT MARGIN OF ERROR', 'WITH PRIVATE HEALTH INSURANCE', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION']",[],[]
2108,DP03_0099PE,"['PERCENT', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION', 'NO HEALTH INSURANCE COVERAGE']","['PERCENT', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION', 'NO HEALTH INSURANCE COVERAGE']","['PERCENT', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION', 'NO HEALTH INSURANCE COVERAGE']",[],[]
2109,DP03_0042PM,"['PERCENT MARGIN OF ERROR', 'INDUSTRY', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'EDUCATIONAL SERVICES, AND HEALTH CARE AND SOCIAL ASSISTANCE']","['PERCENT MARGIN OF ERROR', 'INDUSTRY', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'EDUCATIONAL SERVICES, AND HEALTH CARE AND SOCIAL ASSISTANCE']","['INDUSTRY', 'PERCENT MARGIN OF ERROR', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'EDUCATIONAL SERVICES, AND HEALTH CARE AND SOCIAL ASSISTANCE']",[],[]
2110,DP03_0042PE,"['PERCENT', 'INDUSTRY', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'EDUCATIONAL SERVICES, AND HEALTH CARE AND SOCIAL ASSISTANCE']","['PERCENT', 'INDUSTRY', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'EDUCATIONAL SERVICES, AND HEALTH CARE AND SOCIAL ASSISTANCE']","['INDUSTRY', 'EDUCATIONAL SERVICES, AND HEALTH CARE AND SOCIAL ASSISTANCE', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'PERCENT']",[],[]
2111,DP03_0103PEA,"['ANNOTATION OF PERCENT', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION 18 TO 64 YEARS', 'IN LABOR FORCE']","['ANNOTATION OF PERCENT', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION 19 TO 64 YEARS', 'IN LABOR FORCE:']","['HEALTH INSURANCE COVERAGE', 'ANNOTATION OF PERCENT']","['CIVILIAN NONINSTITUTIONALIZED POPULATION 18 TO 64 YEARS', 'IN LABOR FORCE']","['CIVILIAN NONINSTITUTIONALIZED POPULATION 19 TO 64 YEARS', 'IN LABOR FORCE:']"
2112,DP03_0007EA,"['ANNOTATION OF ESTIMATE', 'EMPLOYMENT STATUS', 'POPULATION 16 YEARS AND OVER', 'NOT IN LABOR FORCE']","['ANNOTATION OF ESTIMATE', 'EMPLOYMENT STATUS', 'POPULATION 16 YEARS AND OVER', 'NOT IN LABOR FORCE']","['POPULATION 16 YEARS AND OVER', 'ANNOTATION OF ESTIMATE', 'NOT IN LABOR FORCE', 'EMPLOYMENT STATUS']",[],[]
2113,DP03_0085PMA,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)', 'FAMILIES', '$200,000 OR MORE']","['ANNOTATION OF PERCENT MARGIN OF ERROR', 'INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)', 'FAMILIES', '$200,000 OR MORE']","['FAMILIES', 'ANNOTATION OF PERCENT MARGIN OF ERROR', '$200,000 OR MORE']",['INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)'],['INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)']
2114,DP03_0060EA,"['ANNOTATION OF ESTIMATE', 'INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)', 'TOTAL HOUSEHOLDS', '$150,000 TO $199,999']","['ANNOTATION OF ESTIMATE', 'INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)', 'TOTAL HOUSEHOLDS', '$150,000 TO $199,999']","['TOTAL HOUSEHOLDS', '$150,000 TO $199,999', 'ANNOTATION OF ESTIMATE']",['INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)'],['INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)']
2115,DP03_0115PEA,"['ANNOTATION OF PERCENT', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION 18 TO 64 YEARS', 'NOT IN LABOR FORCE', 'WITH HEALTH INSURANCE COVERAGE']","['ANNOTATION OF PERCENT', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION 19 TO 64 YEARS', 'NOT IN LABOR FORCE:', 'WITH HEALTH INSURANCE COVERAGE']","['WITH HEALTH INSURANCE COVERAGE', 'HEALTH INSURANCE COVERAGE', 'ANNOTATION OF PERCENT']","['NOT IN LABOR FORCE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION 18 TO 64 YEARS']","['CIVILIAN NONINSTITUTIONALIZED POPULATION 19 TO 64 YEARS', 'NOT IN LABOR FORCE:']"
